SeqA	SeqB	ANI	SD	N	Omega	Frx
GUT_GENOME263468	GUT_GENOME258505	79.0713505343708	4.81738038311981	1505	7989	18.8384028038553
GUT_GENOME263468	GUT_GENOME263468	100.0	0.0	7989	7989	100.0
GUT_GENOME264147	GUT_GENOME011239	78.398895592318	4.84261760914705	801	6515	12.2947045280123
GUT_GENOME264147	GUT_GENOME011714	78.0511184890323	4.89874007930498	826	6515	12.6784343821949
GUT_GENOME264147	GUT_GENOME012603	78.2837031525401	4.88871450323513	820	6515	12.5863392171911
GUT_GENOME264147	GUT_GENOME014311	97.9007880032067	2.43686811674929	5042	6515	77.3906369915579
GUT_GENOME264147	GUT_GENOME018608	78.3338599312912	4.8282904904875	804	6515	12.3407521105142
GUT_GENOME264147	GUT_GENOME018729	78.4943563320236	5.24579483240963	714	6515	10.9593246354566
GUT_GENOME264147	GUT_GENOME029117	97.7247794069732	2.59149423267357	5166	6515	79.2939370683039
GUT_GENOME264147	GUT_GENOME066320	78.4720112866634	4.72902033694569	903	6515	13.8603223330775
GUT_GENOME264147	GUT_GENOME067559	78.4395960786179	4.87233840041938	834	6515	12.8012279355334
GUT_GENOME264147	GUT_GENOME091220	78.3924599499638	4.88967171567136	866	6515	13.2924021488872
GUT_GENOME264147	GUT_GENOME092268	78.3335157125736	4.72021214493932	883	6515	13.5533384497314
GUT_GENOME264147	GUT_GENOME092376	78.5160421696345	4.73746680356135	878	6515	13.4765924788949
GUT_GENOME264147	GUT_GENOME093513	78.6279540901019	4.78301081504394	873	6515	13.3998465080583
GUT_GENOME264147	GUT_GENOME094058	78.4339905698878	4.78813972331771	899	6515	13.7989255564083
GUT_GENOME264147	GUT_GENOME103665	78.6268818451568	4.85402015445437	775	6515	11.8956254796623
GUT_GENOME264147	GUT_GENOME104028	78.0999940312828	4.76315227227822	824	6515	12.6477359938603
GUT_GENOME264147	GUT_GENOME104378	78.1273022819828	4.72484779215226	888	6515	13.6300844205679
GUT_GENOME264147	GUT_GENOME109037	78.2379368279394	4.83280115129742	884	6515	13.5686876438987
GUT_GENOME264147	GUT_GENOME120881	78.3257421437864	4.82730099139607	834	6515	12.8012279355334
GUT_GENOME264147	GUT_GENOME130816	78.5248206869082	4.87545242103962	839	6515	12.8779739063699
GUT_GENOME264147	GUT_GENOME132204	78.2020164611105	4.81357026963282	721	6515	11.0667689946278
GUT_GENOME264147	GUT_GENOME132205	78.6713719331746	5.13204599527161	858	6515	13.1696085955487
GUT_GENOME264147	GUT_GENOME132206	75.4283767212952	5.35582512952695	56	6515	0.859554873369148
GUT_GENOME264147	GUT_GENOME137479	78.5103582811899	4.83643224554373	795	6515	12.2026093630084
GUT_GENOME264147	GUT_GENOME143185	78.7156282439984	5.07417339519826	907	6515	13.9217191097467
GUT_GENOME264147	GUT_GENOME163069	78.729019885719	4.94781669444663	736	6140	11.9869706840391
GUT_GENOME264147	GUT_GENOME186606	78.2856431914995	4.7121508766078	868	6515	13.3231005372218
GUT_GENOME264147	GUT_GENOME235276	78.6078581061644	4.74806976277655	731	6515	11.2202609363008
GUT_GENOME264147	GUT_GENOME236870	77.1571034553867	4.9535601444015	576	6515	8.84113584036838
GUT_GENOME264147	GUT_GENOME239080	78.3509013434552	4.70195666748383	830	6515	12.7398311588642
GUT_GENOME264147	GUT_GENOME251364	78.3880814989455	4.66882097441826	830	6515	12.7398311588642
GUT_GENOME264147	GUT_GENOME258505	78.5363894741199	4.72339970027328	908	6515	13.937068303914
GUT_GENOME264147	GUT_GENOME263468	79.1392990999865	5.00669053985024	976	6515	14.9808135072909
GUT_GENOME264147	GUT_GENOME264147	100.0	0.0	6515	6515	100.0
GUT_GENOME268176	GUT_GENOME011239	98.7409428754636	1.26657208923782	7337	8342	87.9525293694558
GUT_GENOME268176	GUT_GENOME011714	98.4227101775113	1.412128996671	7558	8460	89.338061465721
GUT_GENOME268176	GUT_GENOME012603	98.5838109199055	1.65403879585367	7631	8558	89.1680299135312
GUT_GENOME268176	GUT_GENOME014311	78.3099223039843	4.84959466854807	876	7871	11.1294625841697
GUT_GENOME268176	GUT_GENOME018608	98.4858553766348	1.98375651593033	6917	8924	77.5100851636038
GUT_GENOME268176	GUT_GENOME018729	98.5452403647432	1.63434952293124	6663	7706	86.4650921359979
GUT_GENOME268176	GUT_GENOME029117	78.4782571563687	4.98291683540739	910	7837	11.6115860660967
GUT_GENOME268176	GUT_GENOME066320	92.7575267848489	4.08893649491476	6701	8924	75.0896458987001
GUT_GENOME268176	GUT_GENOME067559	92.744661659704	3.85004177111932	5989	7493	79.9279327372214
GUT_GENOME268176	GUT_GENOME091220	98.557547194464	2.17608656493384	7533	8587	87.7256317689531
GUT_GENOME268176	GUT_GENOME092268	92.2488433193025	3.8663079650668	6742	8924	75.5490811295383
GUT_GENOME268176	GUT_GENOME092376	92.4522836517578	3.99888407313894	6603	8924	73.9914836396235
GUT_GENOME268176	GUT_GENOME093513	98.795782208471	1.2316699452741	7819	8671	90.1741436973821
GUT_GENOME268176	GUT_GENOME094058	92.608621259784	3.99041225016344	6700	8924	75.0784401613626
GUT_GENOME268176	GUT_GENOME103665	92.5739723230354	3.60038853332131	5014	7505	66.8087941372418
GUT_GENOME268176	GUT_GENOME104028	92.6648400111313	3.86921882588165	6590	8924	73.8458090542358
GUT_GENOME268176	GUT_GENOME104378	92.5990209458844	3.82735689293546	6580	8783	74.9174541728339
GUT_GENOME268176	GUT_GENOME109037	92.7211700177726	3.82727563500929	6366	8547	74.4822744822745
GUT_GENOME268176	GUT_GENOME120881	98.5571513241564	2.10462717690502	7665	8913	85.9979804779535
GUT_GENOME268176	GUT_GENOME130816	98.1863115727945	3.10034958974304	7414	8712	85.1010101010101
GUT_GENOME268176	GUT_GENOME132204	78.8546050083652	4.56040234883547	1346	8924	15.0829224562976
GUT_GENOME268176	GUT_GENOME132205	98.2051237431446	2.91559038872467	7359	8609	85.4803113021257
GUT_GENOME268176	GUT_GENOME137479	98.3945575281203	2.50974666380557	7468	8846	84.4223377797875
GUT_GENOME268176	GUT_GENOME143185	92.2516675263412	3.74180426416345	6883	8924	77.1290900941282
GUT_GENOME268176	GUT_GENOME163069	98.1437753955143	1.53993259528562	4466	6140	72.7361563517915
GUT_GENOME268176	GUT_GENOME186606	92.46905473726	3.91990677922457	6922	8924	77.5661138502913
GUT_GENOME268176	GUT_GENOME235276	98.7235096272509	1.50558079474573	6348	6830	92.9428989751098
GUT_GENOME268176	GUT_GENOME236870	78.5554511374691	4.74664324862486	1062	6648	15.9747292418773
GUT_GENOME268176	GUT_GENOME239080	92.3072361018987	3.73862176507339	6638	8647	76.7665086157049
GUT_GENOME268176	GUT_GENOME251364	92.281238364023	3.91688985161927	6713	8924	75.2241147467503
GUT_GENOME268176	GUT_GENOME258505	92.558194018552	4.05769558414377	6641	8924	74.4173016584491
GUT_GENOME268176	GUT_GENOME263468	79.0963078185295	5.03328379228165	1383	7989	17.3113030416823
GUT_GENOME268176	GUT_GENOME264147	78.5326934510551	4.7825526380826	828	6515	12.7091327705295
GUT_GENOME268176	GUT_GENOME268176	100.0	0.0	8924	8924	100.0
GUT_GENOME270563	GUT_GENOME011239	98.2835201323657	2.07229948019109	6659	7998	83.2583145786447
GUT_GENOME270563	GUT_GENOME011714	98.0986625211666	1.94484267630485	7012	7998	87.6719179794949
GUT_GENOME270563	GUT_GENOME012603	98.5016338613638	2.16952984393961	7016	7998	87.7219304826206
GUT_GENOME270563	GUT_GENOME014311	78.5345002668452	4.9147236622497	847	7871	10.7610214712235
GUT_GENOME270563	GUT_GENOME018608	98.1557929534634	2.49903609993855	6370	7998	79.644911227807
GUT_GENOME270563	GUT_GENOME018729	98.6151395831209	2.26874852715604	6143	7706	79.7171035556709
GUT_GENOME270563	GUT_GENOME029117	78.5703224683911	4.91171950301587	880	7837	11.2287865254562
GUT_GENOME270563	GUT_GENOME066320	93.0971500922916	3.9799161051825	6366	7998	79.5948987246812
GUT_GENOME270563	GUT_GENOME067559	93.0518357239761	3.79724845220729	5474	7493	73.0548511944481
GUT_GENOME270563	GUT_GENOME091220	98.1149696216985	2.24885423626481	6884	7998	86.0715178794699
GUT_GENOME270563	GUT_GENOME092268	92.7675637626088	3.84691765523766	6280	7998	78.5196299074769
GUT_GENOME270563	GUT_GENOME092376	92.8461616528621	3.94781327789552	6348	7998	79.3698424606152
GUT_GENOME270563	GUT_GENOME093513	98.1360599377486	2.19278278023239	6929	7998	86.6341585396349
GUT_GENOME270563	GUT_GENOME094058	92.8936723298669	3.94930384155815	6278	7998	78.494623655914
GUT_GENOME270563	GUT_GENOME103665	92.9968763630862	3.61988101796688	4724	7505	62.9447035309793
GUT_GENOME270563	GUT_GENOME104028	92.8693302398021	4.00094308978739	5996	7998	74.9687421855464
GUT_GENOME270563	GUT_GENOME104378	93.0178601332421	3.79719079991612	6153	7998	76.9317329332333
GUT_GENOME270563	GUT_GENOME109037	92.8997368277482	3.83792556859475	5713	7998	71.4303575893973
GUT_GENOME270563	GUT_GENOME120881	97.9164997221671	2.75316300221421	6870	7998	85.8964741185296
GUT_GENOME270563	GUT_GENOME130816	97.9584413965484	2.69533555439154	6830	7998	85.3963490872718
GUT_GENOME270563	GUT_GENOME132204	79.1703372394606	4.64092606260467	1324	7998	16.5541385346337
GUT_GENOME270563	GUT_GENOME132205	97.8725331407306	2.72741856077252	6885	7998	86.0840210052513
GUT_GENOME270563	GUT_GENOME137479	98.0746674069289	2.55614073120885	6740	7998	84.2710677669417
GUT_GENOME270563	GUT_GENOME143185	92.5313446574413	3.8874975443169	6388	7998	79.869967491873
GUT_GENOME270563	GUT_GENOME163069	97.7937658317307	2.16612197598147	4164	6140	67.8175895765472
GUT_GENOME270563	GUT_GENOME186606	92.803152978086	3.88991781282668	6162	7998	77.0442610652663
GUT_GENOME270563	GUT_GENOME235276	98.310211194914	2.24935518322137	5848	6830	85.6222547584187
GUT_GENOME270563	GUT_GENOME236870	78.3675398023643	4.71368163983924	1006	6648	15.1323706377858
GUT_GENOME270563	GUT_GENOME239080	92.8303747158714	3.7336294955556	5875	7998	73.4558639659915
GUT_GENOME270563	GUT_GENOME251364	92.7645314133493	3.85267784889069	6439	7998	80.5076269067267
GUT_GENOME270563	GUT_GENOME258505	92.947348125389	3.91795459333413	6350	7998	79.394848712178
GUT_GENOME270563	GUT_GENOME263468	79.20530355331	4.95487332381605	1345	7989	16.8356490173989
GUT_GENOME270563	GUT_GENOME264147	78.5728787193612	4.79718448881071	828	6515	12.7091327705295
GUT_GENOME270563	GUT_GENOME268176	98.3555910166496	2.17910848432577	7118	7998	88.9972493123281
GUT_GENOME270563	GUT_GENOME270563	100.0	0.0	7998	7998	100.0
GUT_GENOME272533	GUT_GENOME011239	92.4279228911876	3.9590757996899	6410	8342	76.8400863102374
GUT_GENOME272533	GUT_GENOME011714	92.5569585330795	3.82538015377901	6580	8460	77.7777777777778
GUT_GENOME272533	GUT_GENOME012603	92.5576632554664	4.03161698051312	6700	8558	78.2893199345641
GUT_GENOME272533	GUT_GENOME014311	78.2137292008536	4.76133225836519	858	7871	10.9007749968238
GUT_GENOME272533	GUT_GENOME018608	92.6532297646817	3.88419181398358	6211	9027	68.804697020051
GUT_GENOME272533	GUT_GENOME018729	92.4632863386408	3.91648223179528	5900	7706	76.5637165844796
GUT_GENOME272533	GUT_GENOME029117	78.390283001715	4.84316746429682	867	7837	11.0629067245119
GUT_GENOME272533	GUT_GENOME066320	98.9654236775842	1.77934665216582	7869	9383	83.8644356815517
GUT_GENOME272533	GUT_GENOME067559	98.528369147223	2.47280702870484	6504	7493	86.8010142799947
GUT_GENOME272533	GUT_GENOME091220	92.8679612324519	3.9307340669944	6613	8587	77.0117619657622
GUT_GENOME272533	GUT_GENOME092268	98.8320762187253	2.04798850800673	7840	9284	84.4463593278759
GUT_GENOME272533	GUT_GENOME092376	98.7826358126328	2.15849412237524	7693	8959	85.8689585891283
GUT_GENOME272533	GUT_GENOME093513	92.6201215925364	3.9328353123783	6740	8671	77.7303655864376
GUT_GENOME272533	GUT_GENOME094058	98.8453757212526	2.01338895244753	7921	9117	86.8816496654601
GUT_GENOME272533	GUT_GENOME103665	98.8536500943205	1.91592065925179	5629	7505	75.0033311125916
GUT_GENOME272533	GUT_GENOME104028	98.9209743414914	2.07852939903921	7723	9028	85.5449712007089
GUT_GENOME272533	GUT_GENOME104378	98.7339236779325	2.27002730379568	7723	8783	87.9312307867471
GUT_GENOME272533	GUT_GENOME109037	98.598250562454	2.39396883913566	7238	8547	84.6846846846847
GUT_GENOME272533	GUT_GENOME120881	92.640378082624	3.93155605057654	6731	8913	75.5189049702682
GUT_GENOME272533	GUT_GENOME130816	93.2515708632049	3.93711552508734	6879	8712	78.9600550964187
GUT_GENOME272533	GUT_GENOME132204	79.207876548359	4.41506294414099	1504	9383	16.0289885963977
GUT_GENOME272533	GUT_GENOME132205	93.1945782924787	3.94329645679384	6660	8609	77.3609013822744
GUT_GENOME272533	GUT_GENOME132206	72.1015912518059	3.31218954261071	55	8833	0.62266500622665
GUT_GENOME272533	GUT_GENOME137479	93.1665938437271	3.96899693792747	6948	8846	78.5439746778205
GUT_GENOME272533	GUT_GENOME143185	98.8912015491961	2.01520238236128	8135	9383	86.6993498880955
GUT_GENOME272533	GUT_GENOME163069	92.4469176804803	3.86527824869488	4035	6140	65.7166123778502
GUT_GENOME272533	GUT_GENOME186606	98.7437129621108	2.16886750134403	7857	9383	83.7365448150911
GUT_GENOME272533	GUT_GENOME235276	92.4746079346322	3.87179832221984	5605	6830	82.0644216691069
GUT_GENOME272533	GUT_GENOME236870	78.5342287602738	4.62675800027411	1068	6648	16.0649819494585
GUT_GENOME272533	GUT_GENOME239080	98.8242528197368	1.96526917972286	7609	8647	87.9958367063721
GUT_GENOME272533	GUT_GENOME251364	98.7502374022022	2.11494438214579	7927	9383	84.4825748694447
GUT_GENOME272533	GUT_GENOME258505	98.7520722888188	2.17717951400334	7999	9084	88.0559225011008
GUT_GENOME272533	GUT_GENOME263468	79.0751678469149	4.8357107974945	1454	7989	18.2000250344223
GUT_GENOME272533	GUT_GENOME264147	78.323858938418	4.75585625266881	827	6515	12.6937835763622
GUT_GENOME272533	GUT_GENOME268176	92.6408845028826	3.90129925845306	6631	8924	74.305244285074
GUT_GENOME272533	GUT_GENOME270563	92.9130557903094	3.84553038340722	6300	7998	78.7696924231058
GUT_GENOME272533	GUT_GENOME272533	100.0	0.0	9383	9383	100.0
GUT_GENOME273277	GUT_GENOME132206	78.9522711660583	4.81632904770395	757	7207	10.5036769807132
GUT_GENOME273277	GUT_GENOME273277	100.0	0.0	7207	7207	100.0
GUT_GENOME280023	GUT_GENOME132206	78.6457639965512	4.58966587245821	799	7774	10.2778492410599
GUT_GENOME280023	GUT_GENOME273277	99.0072423360803	1.68418393050867	5821	7207	80.7686971000416
GUT_GENOME280023	GUT_GENOME280023	100.0	0.0	7774	7774	100.0
GUT_GENOME283178	GUT_GENOME132206	80.0211674991293	4.72115599241639	1501	8392	17.8860819828408
GUT_GENOME283178	GUT_GENOME273277	78.1883484539569	4.64239183708393	742	7207	10.2955459969474
GUT_GENOME283178	GUT_GENOME280023	78.1319184018327	4.56797097268266	782	7774	10.0591715976331
GUT_GENOME283178	GUT_GENOME283178	100.0	0.0	8392	8392	100.0
GUT_GENOME283326	GUT_GENOME011239	98.5574304185607	2.08210385261429	7279	8342	87.2572524574443
GUT_GENOME283326	GUT_GENOME011714	98.3078501607698	2.07610170702134	7322	8460	86.548463356974
GUT_GENOME283326	GUT_GENOME012603	98.3551623040958	2.16900956466391	7683	8558	89.7756485160084
GUT_GENOME283326	GUT_GENOME014311	78.437061660066	4.85941980239169	875	7871	11.1167577182061
GUT_GENOME283326	GUT_GENOME018608	98.792351959406	1.4358945811508	7065	9027	78.2652043868395
GUT_GENOME283326	GUT_GENOME018729	98.3490140618179	1.9948795734243	6610	7706	85.7773163768492
GUT_GENOME283326	GUT_GENOME029117	78.4396994852339	4.92778970474773	881	7837	11.2415465101442
GUT_GENOME283326	GUT_GENOME066320	92.596899281717	4.27615009196081	6794	9075	74.8650137741047
GUT_GENOME283326	GUT_GENOME067559	92.7630074474881	3.7775666081359	5674	7493	75.7240090751368
GUT_GENOME283326	GUT_GENOME091220	98.4792719402722	2.35966811224501	7477	8587	87.0734831722371
GUT_GENOME283326	GUT_GENOME092268	92.2715773736822	3.88661365597745	6945	9075	76.5289256198347
GUT_GENOME283326	GUT_GENOME092376	92.5514440082148	3.98105362341086	6638	8959	74.0930907467351
GUT_GENOME283326	GUT_GENOME093513	98.6432695066208	2.11798417261789	7677	8671	88.5365009802791
GUT_GENOME283326	GUT_GENOME094058	92.4207996099373	4.01559443887746	6735	9075	74.2148760330578
GUT_GENOME283326	GUT_GENOME103665	92.545861618099	3.66872579242339	5087	7505	67.7814790139907
GUT_GENOME283326	GUT_GENOME104028	92.6132217643727	3.87317294974683	6289	9028	69.6610544971201
GUT_GENOME283326	GUT_GENOME104378	92.5802078863971	3.92635498706413	6616	8783	75.3273369008312
GUT_GENOME283326	GUT_GENOME109037	92.6595337283234	3.84714601322657	5885	8547	68.8545688545689
GUT_GENOME283326	GUT_GENOME120881	98.9673864147711	1.4608389992774	7915	8913	88.8028722091327
GUT_GENOME283326	GUT_GENOME130816	98.2242028359832	2.99847883249738	7248	8712	83.1955922865014
GUT_GENOME283326	GUT_GENOME132204	79.1927168524556	4.62177038743548	1335	9075	14.7107438016529
GUT_GENOME283326	GUT_GENOME132205	98.3384068485612	2.97148433649436	7498	8609	87.0949006853293
GUT_GENOME283326	GUT_GENOME137479	98.2789875007439	2.95972297475932	7597	8846	85.8806240108524
GUT_GENOME283326	GUT_GENOME143185	92.1483220577365	3.87135549568107	6969	9075	76.7933884297521
GUT_GENOME283326	GUT_GENOME163069	98.0391982246394	2.09608775827381	4327	6140	70.4723127035831
GUT_GENOME283326	GUT_GENOME186606	92.5413851887713	3.96526974115554	6961	9075	76.7052341597796
GUT_GENOME283326	GUT_GENOME235276	98.5231927902182	2.10414336113653	6296	6830	92.1815519765739
GUT_GENOME283326	GUT_GENOME236870	78.3845916421768	4.64316072542677	1038	6648	15.6137184115523
GUT_GENOME283326	GUT_GENOME239080	92.2884982601935	3.7210517015774	6655	8647	76.9631085925755
GUT_GENOME283326	GUT_GENOME251364	92.3574897024556	3.97504170684718	6964	9075	76.7382920110193
GUT_GENOME283326	GUT_GENOME258505	92.4908425985738	4.06750306767795	6902	9075	76.0550964187328
GUT_GENOME283326	GUT_GENOME263468	79.0599334502389	4.9846329345693	1428	7989	17.8745775441232
GUT_GENOME283326	GUT_GENOME264147	78.5744322842932	4.80471259213563	830	6515	12.7398311588642
GUT_GENOME283326	GUT_GENOME268176	98.5255683730354	1.93012139762599	7581	8924	84.9506947557149
GUT_GENOME283326	GUT_GENOME270563	98.0685503013113	2.51540094288695	7073	7998	88.434608652163
GUT_GENOME283326	GUT_GENOME272533	92.5258986881293	3.88825584430138	6640	9075	73.168044077135
GUT_GENOME283326	GUT_GENOME283178	72.2534740749333	3.68243132732386	50	8392	0.59580552907531
GUT_GENOME283326	GUT_GENOME283326	100.0	0.0	9075	9075	100.0
GUT_GENOME284192	GUT_GENOME011239	92.8466421930686	3.83735420828151	5796	7871	73.637403125397
GUT_GENOME284192	GUT_GENOME011714	92.7891989098868	3.86617910500942	6186	7871	78.592300851226
GUT_GENOME284192	GUT_GENOME012603	92.9403992702267	3.90321543865306	6260	7871	79.5324609325372
GUT_GENOME284192	GUT_GENOME014311	78.4379399841605	4.60084473845786	928	7871	11.7901156142803
GUT_GENOME284192	GUT_GENOME018608	92.9045594385738	4.00613752228887	5896	7871	74.9078897217634
GUT_GENOME284192	GUT_GENOME018729	92.9272454952188	3.93893002060085	5559	7706	72.138593303919
GUT_GENOME284192	GUT_GENOME029117	78.42040294459	4.70167933438865	885	7837	11.2925864488963
GUT_GENOME284192	GUT_GENOME066320	98.4970065913372	2.59227701060999	6849	7871	87.0156269851353
GUT_GENOME284192	GUT_GENOME067559	98.7569741165344	2.33803809409215	5914	7493	78.9269985319632
GUT_GENOME284192	GUT_GENOME091220	93.2279125114519	3.9527152145307	6232	7871	79.1767246855546
GUT_GENOME284192	GUT_GENOME092268	98.6694690793559	2.33016292241454	6863	7871	87.1934951086266
GUT_GENOME284192	GUT_GENOME092376	98.3875673597141	2.67099832986172	6920	7871	87.9176724685555
GUT_GENOME284192	GUT_GENOME093513	92.9332419152069	3.98054920825347	6294	7871	79.9644263753017
GUT_GENOME284192	GUT_GENOME094058	98.5894917858234	2.4095751748724	6908	7871	87.7652140769915
GUT_GENOME284192	GUT_GENOME103665	98.5255748355924	2.48378659474944	5170	7505	68.8874083944037
GUT_GENOME284192	GUT_GENOME104028	98.4555034764389	2.59928037820051	6888	7871	87.5111167577182
GUT_GENOME284192	GUT_GENOME104378	98.5271048235299	2.57432369097115	6597	7871	83.814000762292
GUT_GENOME284192	GUT_GENOME109037	98.6165626396595	2.38385347774136	6393	7871	81.2222081057045
GUT_GENOME284192	GUT_GENOME120881	92.953579179368	4.09750974772058	5962	7871	75.7464108753653
GUT_GENOME284192	GUT_GENOME130816	93.4056567918535	3.95746973071083	6220	7871	79.0242662939906
GUT_GENOME284192	GUT_GENOME132204	79.0408583241142	4.50122690405313	1444	7871	18.3458264515309
GUT_GENOME284192	GUT_GENOME132205	93.3984676995791	3.97390053030407	6304	7871	80.0914750349384
GUT_GENOME284192	GUT_GENOME132206	72.3498934430517	3.59491985424696	51	7871	0.647948164146868
GUT_GENOME284192	GUT_GENOME137479	93.3475943226702	4.01295631450863	6344	7871	80.5996696734849
GUT_GENOME284192	GUT_GENOME143185	98.5206801018325	2.58287842270936	7125	7871	90.5221699911066
GUT_GENOME284192	GUT_GENOME163069	92.8669225654352	3.83994829112689	3976	6140	64.7557003257329
GUT_GENOME284192	GUT_GENOME186606	98.5101980032641	2.55533965050292	6782	7871	86.1644009655698
GUT_GENOME284192	GUT_GENOME235276	92.9851642119411	3.76365834542911	5066	6830	74.1727672035139
GUT_GENOME284192	GUT_GENOME236870	78.4084685802717	4.33725251955298	996	6648	14.9819494584838
GUT_GENOME284192	GUT_GENOME239080	98.4870298960111	2.38311412046649	6642	7871	84.3857197306568
GUT_GENOME284192	GUT_GENOME251364	98.6031575933595	2.533208570569	6996	7871	88.8832422817939
GUT_GENOME284192	GUT_GENOME258505	98.5395039630018	2.36625376808331	6974	7871	88.6037352305933
GUT_GENOME284192	GUT_GENOME263468	79.0490049436005	4.81893857556981	1427	7871	18.1298437301486
GUT_GENOME284192	GUT_GENOME264147	78.3366117511357	4.69533454265754	856	6515	13.1389102072141
GUT_GENOME284192	GUT_GENOME268176	92.8187504433775	3.91906705976478	6323	7871	80.332867488248
GUT_GENOME284192	GUT_GENOME270563	93.2039297706202	3.89627341250738	5665	7871	71.973065684157
GUT_GENOME284192	GUT_GENOME272533	98.5268060866796	2.46704587412686	6770	7871	86.0119425740058
GUT_GENOME284192	GUT_GENOME283326	92.8737627411429	3.97330944665254	6297	7871	80.0025409731927
GUT_GENOME284192	GUT_GENOME284192	100.0	0.0	7871	7871	100.0
GUT_GENOME285252	GUT_GENOME011239	92.8087769211751	3.80573943917562	5869	7898	74.3099518865536
GUT_GENOME285252	GUT_GENOME011714	92.727610941889	3.82073071918392	6145	7898	77.8045074702456
GUT_GENOME285252	GUT_GENOME012603	92.90125542598	3.8467671596514	6210	7898	78.6275006330717
GUT_GENOME285252	GUT_GENOME014311	78.3171516473555	4.72921265590261	864	7871	10.9770041926058
GUT_GENOME285252	GUT_GENOME018608	92.8718962053306	3.86064086561714	5807	7898	73.5249430235503
GUT_GENOME285252	GUT_GENOME018729	92.8550098845232	3.80429901932547	5595	7706	72.6057617440955
GUT_GENOME285252	GUT_GENOME029117	78.4190699756278	4.72920842967004	885	7837	11.2925864488963
GUT_GENOME285252	GUT_GENOME066320	98.7563190940632	2.0884405878684	7016	7898	88.8326158521145
GUT_GENOME285252	GUT_GENOME067559	98.5634465756751	2.41185755715036	6132	7493	81.8363806219138
GUT_GENOME285252	GUT_GENOME091220	93.3155743536088	3.84392286799111	6090	7898	77.1081286401621
GUT_GENOME285252	GUT_GENOME092268	98.7135107156242	2.1862307295745	6965	7898	88.1868827551279
GUT_GENOME285252	GUT_GENOME092376	98.6290364240201	2.18994374423596	7053	7898	89.3010888832616
GUT_GENOME285252	GUT_GENOME093513	92.8158483114855	3.88849027353828	6164	7898	78.0450747024563
GUT_GENOME285252	GUT_GENOME094058	98.5820303157503	2.34129040577261	7112	7898	90.0481134464421
GUT_GENOME285252	GUT_GENOME103665	98.7547676094428	2.1229814844029	5221	7505	69.5669553630913
GUT_GENOME285252	GUT_GENOME104028	98.7004582937169	2.19154068495416	6999	7898	88.6173714864523
GUT_GENOME285252	GUT_GENOME104378	98.639819557665	2.23459672841281	6817	7898	86.3129906305394
GUT_GENOME285252	GUT_GENOME109037	98.5186961010848	2.47630591175979	6575	7898	83.2489237781717
GUT_GENOME285252	GUT_GENOME120881	92.8895336699903	3.79991632460314	6017	7898	76.1838440111421
GUT_GENOME285252	GUT_GENOME130816	93.5400601462591	3.88667502930653	6220	7898	78.7541149658141
GUT_GENOME285252	GUT_GENOME132204	78.8344816755739	4.31449984217598	1413	7898	17.8906052165105
GUT_GENOME285252	GUT_GENOME132205	93.3925492360675	3.87942157411364	6163	7898	78.0324132691821
GUT_GENOME285252	GUT_GENOME132206	72.1345857964207	3.4830860108104	53	7898	0.671055963535072
GUT_GENOME285252	GUT_GENOME137479	93.3371536110695	3.84707544017095	6245	7898	79.0706507976703
GUT_GENOME285252	GUT_GENOME143185	98.783568655547	2.13621348407626	7023	7898	88.9212458850342
GUT_GENOME285252	GUT_GENOME163069	92.7494181824375	3.65753867400219	3833	6140	62.4267100977199
GUT_GENOME285252	GUT_GENOME186606	98.8731086305001	1.82041766129443	7050	7898	89.2631045834388
GUT_GENOME285252	GUT_GENOME235276	92.8763629994649	3.75059131423004	5079	6830	74.3631039531479
GUT_GENOME285252	GUT_GENOME236870	78.2234012763227	4.4402468723161	1007	6648	15.147412755716
GUT_GENOME285252	GUT_GENOME239080	98.6505901041796	2.20226990661156	6844	7898	86.654849328944
GUT_GENOME285252	GUT_GENOME251364	98.6654252976204	2.12570491394338	7164	7898	90.706507976703
GUT_GENOME285252	GUT_GENOME258505	98.6284214389505	2.25487241570306	6954	7898	88.0476069891112
GUT_GENOME285252	GUT_GENOME263468	79.1988990209041	4.77093680272605	1324	7898	16.7637376551026
GUT_GENOME285252	GUT_GENOME264147	77.8164207235037	4.57365363817742	785	6515	12.0491174213354
GUT_GENOME285252	GUT_GENOME268176	92.9045396822749	3.87093874407647	6284	7898	79.5644466953659
GUT_GENOME285252	GUT_GENOME270563	93.0938549253446	3.8468279891162	5774	7898	73.1071157255001
GUT_GENOME285252	GUT_GENOME272533	98.6980606858919	2.12667098648761	6905	7898	87.4271967586731
GUT_GENOME285252	GUT_GENOME283326	92.8541050688331	3.79758128905206	6151	7898	77.8804760698911
GUT_GENOME285252	GUT_GENOME284192	98.3151976324527	2.66012780286482	6509	7871	82.6959725574895
GUT_GENOME285252	GUT_GENOME285252	100.0	0.0	7898	7898	100.0
GUT_GENOME287004	GUT_GENOME011239	75.1759667493092	3.69919102138824	214	8342	2.56533205466315
GUT_GENOME287004	GUT_GENOME011714	74.9603216207293	3.79394041592229	208	8460	2.45862884160757
GUT_GENOME287004	GUT_GENOME012603	75.0644071229679	3.66182649435531	197	8558	2.30193970553868
GUT_GENOME287004	GUT_GENOME014311	74.7448397120861	3.54120606415217	171	7871	2.17253207978656
GUT_GENOME287004	GUT_GENOME018608	75.056500354047	3.70358158357938	201	9027	2.22665337321369
